symbol,ann_date,bucket,reaction_date,earcc,gap,intra,continuation_next
LICHSGFIN.NS,2024-08-02,after-close,2024-08-05,-0.04815,-0.05110,-0.03407,-0.04290
UPL.NS,2024-08-02,intraday,2024-08-02,-0.03121,-0.00972,-0.03135,0.01797
SBICARD.NS,2024-07-26,after-close,2024-07-29,-0.02638,-0.02591,0.00697,0.00877
SBICARD.NS,2024-07-26,after-close,2024-07-29,-0.02638,-0.02591,0.00697,0.00877
OFSS.NS,2024-07-26,after-close,2024-07-29,0.01085,0.00992,0.00810,-0.02370
INDUSINDBK.NS,2024-07-26,after-close,2024-07-29,-0.00184,0.00791,-0.00247,0.00599
PETRONET.NS,2024-07-26,intraday,2024-07-26,0.00242,0.00835,0.01086,-0.01142
FEDERALBNK.NS,2024-07-25,after-close,2024-07-26,-0.04946,-0.04725,0.01538,0.00795
AUBANK.NS,2024-07-25,after-close,2024-07-26,0.01281,-0.01686,0.04734,-0.00779
AUBANK.NS,2024-07-25,after-close,2024-07-26,0.01281,-0.01686,0.04734,-0.00779
ASHOKLEY.NS,2024-07-25,intraday,2024-07-25,0.00113,-0.01157,0.01140,0.04315
OFSS.NS,2024-07-24,after-close,2024-07-25,-0.00075,-0.02776,0.02631,-0.01601
OFSS.NS,2024-07-24,after-close,2024-07-25,-0.00075,-0.02776,0.02631,-0.01601
POWERINDIA.NS,2024-07-24,after-close,2024-07-25,-0.02184,-0.00352,-0.01983,-0.03412
PETRONET.NS,2024-07-24,intraday,2024-07-24,0.04023,0.00015,0.05096,0.04350
FEDERALBNK.NS,2024-07-24,intraday,2024-07-24,0.00563,-0.00485,0.02147,0.01853
FEDERALBNK.NS,2024-07-24,intraday,2024-07-24,0.00563,-0.00485,0.02147,0.01853
ICICIPRULI.NS,2024-07-23,after-close,2024-07-24,0.07659,-0.00533,0.09331,0.01216
SUZLON.NS,2024-07-22,after-close,2024-07-23,0.05333,0.03849,0.01101,0.03908
ICICIGI.NS,2024-07-20,weekend,2024-07-22,-0.00058,0.00617,0.00174,-0.00501
YESBANK.NS,2024-07-20,weekend,2024-07-22,0.02783,0.04562,-0.00888,-0.02426
YESBANK.NS,2024-07-20,weekend,2024-07-22,0.02783,0.04562,-0.00888,-0.02426
JSWENERGY.NS,2024-07-19,after-close,2024-07-22,-0.00170,0.01702,-0.01004,-0.01449
ICICIGI.NS,2024-07-19,after-close,2024-07-22,-0.00058,0.00617,0.00174,-0.00501
NAM-INDIA.NS,2024-07-19,after-close,2024-07-22,-0.00292,0.00126,0.00432,-0.01280
PAYTM.NS,2024-07-19,intraday,2024-07-19,0.05103,-0.00517,0.03555,-0.02224
PAYTM.NS,2024-07-19,intraday,2024-07-19,0.05103,-0.00517,0.03555,-0.02224
LTTS.NS,2024-07-19,intraday,2024-07-19,0.02704,-0.01236,0.01881,0.01631
BANKINDIA.NS,2024-07-18,after-close,2024-07-19,-0.00142,0.00000,-0.02224,0.00076
JSWINFRA.NS,2024-07-18,after-close,2024-07-19,-0.03833,-0.05385,-0.00723,-0.00296
JSWINFRA.NS,2024-07-18,after-close,2024-07-19,-0.03833,-0.05385,-0.00723,-0.00296
JSWINFRA.NS,2024-07-18,after-close,2024-07-19,-0.03833,-0.05385,-0.00723,-0.00296
LTTS.NS,2024-07-18,after-close,2024-07-19,0.02704,-0.01236,0.01881,0.01631
LTTS.NS,2024-07-18,after-close,2024-07-19,0.02704,-0.01236,0.01881,0.01631
POLYCAB.NS,2024-07-18,intraday,2024-07-18,-0.00140,-0.00440,-0.00723,-0.01007
POLYCAB.NS,2024-07-18,intraday,2024-07-18,-0.00140,-0.00440,-0.00723,-0.01007
POLYCAB.NS,2024-07-18,intraday,2024-07-18,-0.00140,-0.00440,-0.00723,-0.01007
LTF.NS,2024-07-16,after-close,2024-07-18,0.01141,0.03011,-0.02807,-0.02588
IREDA.NS,2024-07-13,weekend,2024-07-15,0.01081,0.05537,-0.03450,-0.06133
IREDA.NS,2024-07-12,after-close,2024-07-15,0.01081,0.05537,-0.03450,-0.06133
SAIL.NS,2024-07-11,intraday,2024-07-11,0.00332,0.00650,0.00000,-0.00944
GMRAIRPORT.NS,2024-06-05,after-close,2024-06-06,0.00730,0.00673,0.02430,0.01264
SUZLON.NS,2024-05-31,after-close,2024-06-03,0.02228,0.04932,0.00000,0.01897
