FREQ,REF_AREA,COMP_METHOD,UNIT_MEASURE,CURRENCY,TRANSFORMATION,TIME_PERIOD,OBS_VALUE
Q,IN,B,USD,_Z,B,1993-Q3,50.736124326039
Q,IN,B,USD,_Z,B,1993-Q4,52.491730279898
Q,IN,B,USD,_Z,B,1994-Q1,57.662097545426
Q,IN,B,USD,_Z,B,1994-Q2,58.785463818935
Q,IN,B,USD,_Z,B,1994-Q3,56.021040886268
Q,IN,B,USD,_Z,B,1994-Q4,60.479081998566
Q,IN,B,USD,_Z,B,1995-Q1,65.370664969774
Q,IN,B,USD,_Z,B,1995-Q2,69.45558739255
Q,IN,B,USD,_Z,B,1995-Q3,59.754566882734
Q,IN,B,USD,_Z,B,1995-Q4,61.832859579306
Q,IN,B,USD,_Z,B,1996-Q1,63.344395924309
Q,IN,B,USD,_Z,B,1996-Q2,66.195879198419
Q,IN,B,USD,_Z,B,1996-Q3,61.74309623431
Q,IN,B,USD,_Z,B,1996-Q4,63.376634214186
Q,IN,B,USD,_Z,B,1997-Q1,64.386566332219
Q,IN,B,USD,_Z,B,1997-Q2,67.904881450488
Q,IN,B,USD,_Z,B,1997-Q3,65.555954683614
Q,IN,B,USD,_Z,B,1997-Q4,63.796692111959
Q,IN,B,USD,_Z,B,1998-Q1,66.354161396408
Q,IN,B,USD,_Z,B,1998-Q2,67.555294117647
Q,IN,B,USD,_Z,B,1998-Q3,66.095338983051
Q,IN,B,USD,_Z,B,1998-Q4,71.49012229539
Q,IN,B,USD,_Z,B,1999-Q1,72.128
Q,IN,B,USD,_Z,B,1999-Q2,76.468124280783
Q,IN,B,USD,_Z,B,1999-Q3,73.410874053682
Q,IN,B,USD,_Z,B,1999-Q4,76.296483566996
Q,IN,B,USD,_Z,B,2000-Q1,81.000972019003
Q,IN,B,USD,_Z,B,2000-Q2,81.106448855956
Q,IN,B,USD,_Z,B,2000-Q3,77.138259265889
Q,IN,B,USD,_Z,B,2000-Q4,78.522466542956
Q,IN,B,USD,_Z,B,2001-Q1,82.556596351718
Q,IN,B,USD,_Z,B,2001-Q2,85.612032178679
Q,IN,B,USD,_Z,B,2001-Q3,83.15246933586
Q,IN,B,USD,_Z,B,2001-Q4,84.977063076214
Q,IN,B,USD,_Z,B,2002-Q1,89.682661965044
Q,IN,B,USD,_Z,B,2002-Q2,92.219072307198
Q,IN,B,USD,_Z,B,2002-Q3,92.622080630008
Q,IN,B,USD,_Z,B,2002-Q4,96.4979992377
Q,IN,B,USD,_Z,B,2003-Q1,104.17805314108
Q,IN,B,USD,_Z,B,2003-Q2,110.90881468474
Q,IN,B,USD,_Z,B,2003-Q3,106.10208541483
Q,IN,B,USD,_Z,B,2003-Q4,114.4910439924
Q,IN,B,USD,_Z,B,2004-Q1,124.14349145439
Q,IN,B,USD,_Z,B,2004-Q2,132.01375410282
Q,IN,B,USD,_Z,B,2004-Q3,136.6676230006
Q,IN,B,USD,_Z,B,2004-Q4,151.7215616485
Q,IN,B,USD,_Z,B,2005-Q1,159.10615160929
Q,IN,B,USD,_Z,B,2005-Q2,157.26699018598
Q,IN,B,USD,_Z,B,2005-Q3,156.47314808179
Q,IN,B,USD,_Z,B,2005-Q4,162.47178658351
Q,IN,B,USD,_Z,B,2006-Q1,170.58789005483
Q,IN,B,USD,_Z,B,2006-Q2,176.00138186392
Q,IN,B,USD,_Z,B,2006-Q3,182.90807331491
Q,IN,B,USD,_Z,B,2006-Q4,203.75789523048
Q,IN,B,USD,_Z,B,2007-Q1,226.30293435295
Q,IN,B,USD,_Z,B,2007-Q2,242.21480330771
Q,IN,B,USD,_Z,B,2007-Q3,266.18679843648
Q,IN,B,USD,_Z,B,2007-Q4,304.13028077263
Q,IN,B,USD,_Z,B,2008-Q1,333.11720934793
Q,IN,B,USD,_Z,B,2008-Q2,338.19234512009
Q,IN,B,USD,_Z,B,2008-Q3,324.81203738751
Q,IN,B,USD,_Z,B,2008-Q4,274.94025370846
Q,IN,B,USD,_Z,B,2009-Q1,282.31139456435
Q,IN,B,USD,_Z,B,2009-Q2,288.29880529204
Q,IN,B,USD,_Z,B,2009-Q3,299.22249919177
Q,IN,B,USD,_Z,B,2009-Q4,319.95610295777
Q,IN,B,USD,_Z,B,2010-Q1,317.58888546708
Q,IN,B,USD,_Z,B,2010-Q2,333.41409504351
Q,IN,B,USD,_Z,B,2010-Q3,342.52676453776
Q,IN,B,USD,_Z,B,2010-Q4,373.81468374189
Q,IN,B,USD,_Z,B,2011-Q1,372.30638630952
Q,IN,B,USD,_Z,B,2011-Q2,393.58378319775
Q,IN,B,USD,_Z,B,2011-Q3,390.30019019667
Q,IN,B,USD,_Z,B,2011-Q4,378.37946240435
Q,IN,B,USD,_Z,B,2012-Q1,408.3616309026
Q,IN,B,USD,_Z,B,2012-Q2,392.35086757166
Q,IN,B,USD,_Z,B,2012-Q3,397.80995143494
Q,IN,B,USD,_Z,B,2012-Q4,410.82217112032
Q,IN,B,USD,_Z,B,2013-Q1,429.05916621975
Q,IN,B,USD,_Z,B,2013-Q2,399.28289806121
Q,IN,B,USD,_Z,B,2013-Q3,388.7389527137
Q,IN,B,USD,_Z,B,2013-Q4,412.74550366003
Q,IN,B,USD,_Z,B,2014-Q1,436.19879281701
Q,IN,B,USD,_Z,B,2014-Q2,429.00455355282
Q,IN,B,USD,_Z,B,2014-Q3,412.96887923131
Q,IN,B,USD,_Z,B,2014-Q4,418.90541032771
Q,IN,B,USD,_Z,B,2015-Q1,451.33286836778
Q,IN,B,USD,_Z,B,2015-Q2,450.87815997894
Q,IN,B,USD,_Z,B,2015-Q3,444.00702356842
Q,IN,B,USD,_Z,B,2015-Q4,464.58163243249
Q,IN,B,USD,_Z,B,2016-Q1,492.38014252102
Q,IN,B,USD,_Z,B,2016-Q2,481.78695750078
Q,IN,B,USD,_Z,B,2016-Q3,491.47586885396
Q,IN,B,USD,_Z,B,2016-Q4,479.34734920872
Q,IN,B,USD,_Z,B,2017-Q1,491.48019893041
Q,IN,B,USD,_Z,B,2017-Q2,511.31027469038
Q,IN,B,USD,_Z,B,2017-Q3,514.18837813434
Q,IN,B,USD,_Z,B,2017-Q4,529.10021681819
Q,IN,B,USD,_Z,B,2018-Q1,568.36520035627
Q,IN,B,USD,_Z,B,2018-Q2,520.85258975782
Q,IN,B,USD,_Z,B,2018-Q3,517.31046958823
Q,IN,B,USD,_Z,B,2018-Q4,540.01512185032
Q,IN,B,USD,_Z,B,2019-Q1,579.3172727048
Q,IN,B,USD,_Z,B,2019-Q2,585.49219261185
Q,IN,B,USD,_Z,B,2019-Q3,579.68841046397
Q,IN,B,USD,_Z,B,2019-Q4,602.73554421233
Q,IN,B,USD,_Z,B,2020-Q1,654.29848004093
Q,IN,B,USD,_Z,B,2020-Q2,706.19181047194
Q,IN,B,USD,_Z,B,2020-Q3,725.99965467105
Q,IN,B,USD,_Z,B,2020-Q4,778.53463425281
Q,IN,B,USD,_Z,B,2021-Q1,776.09722132271
Q,IN,B,USD,_Z,B,2021-Q2,822.97938059258
Q,IN,B,USD,_Z,B,2021-Q3,849.16890489542
Q,IN,B,USD,_Z,B,2021-Q4,842.33107617533
Q,IN,B,USD,_Z,B,2022-Q1,826.16646098093
Q,IN,B,USD,_Z,B,2022-Q2,776.92174141287
Q,IN,B,USD,_Z,B,2022-Q3,722.0088619476
Q,IN,B,USD,_Z,B,2022-Q4,743.80092807543
Q,IN,B,USD,_Z,B,2023-Q1,771.80768703064
Q,IN,B,USD,_Z,B,2023-Q2,765.22894138717
Q,IN,B,USD,_Z,B,2023-Q3,774.4104307458
Q,IN,B,USD,_Z,B,2023-Q4,816.81340023558
Q,IN,B,USD,_Z,B,2024-Q1,847.90892999171
Q,IN,B,USD,_Z,B,2024-Q2,826.89721339673
Q,IN,B,USD,_Z,B,2024-Q3,872.19671705971
Q,IN,B,USD,_Z,B,2024-Q4,813.37294961564
Q,IN,B,USD,_Z,B,2025-Q1,882.99177884186
Q,IN,B,USD,_Z,B,2025-Q2,905.63507527767
Q,IN,B,USD,_Z,B,2025-Q3,911.41482356376
Q,IN,B,USD,_Z,B,2025-Q4,921.73061827233
M,IN,B,XDC,INR,N,1945-10,17.27
M,IN,B,XDC,INR,N,1945-11,17.72
M,IN,B,XDC,INR,N,1945-12,18.13
M,IN,B,XDC,INR,N,1946-01,18.59
M,IN,B,XDC,INR,N,1946-02,19.05
M,IN,B,XDC,INR,N,1946-03,19.07
M,IN,B,XDC,INR,N,1946-04,19.22
M,IN,B,XDC,INR,N,1946-05,19.18
M,IN,B,XDC,INR,N,1946-06,18.88
M,IN,B,XDC,INR,N,1946-07,18.88
M,IN,B,XDC,INR,N,1946-08,18.98
M,IN,B,XDC,INR,N,1946-09,18.88
M,IN,B,XDC,INR,N,1946-10,18.66
M,IN,B,XDC,INR,N,1946-11,18.55
M,IN,B,XDC,INR,N,1946-12,18.46
M,IN,B,XDC,INR,N,1947-01,18.42
M,IN,B,XDC,INR,N,1947-02,18.35
M,IN,B,XDC,INR,N,1947-03,18.41
M,IN,B,XDC,INR,N,1947-04,18.33
M,IN,B,XDC,INR,N,1947-05,18.33
M,IN,B,XDC,INR,N,1947-06,18.3
M,IN,B,XDC,INR,N,1947-07,18.19
M,IN,B,XDC,INR,N,1947-08,18.29
M,IN,B,XDC,INR,N,1947-09,18.39
M,IN,B,XDC,INR,N,1947-10,18.42
M,IN,B,XDC,INR,N,1947-11,18.34
M,IN,B,XDC,INR,N,1947-12,18.18
M,IN,B,XDC,INR,N,1948-01,17.8
M,IN,B,XDC,INR,N,1948-02,17.83
M,IN,B,XDC,INR,N,1948-03,17.98
M,IN,B,XDC,INR,N,1948-04,18.26
M,IN,B,XDC,INR,N,1948-05,18.2
M,IN,B,XDC,INR,N,1948-06,17.99
M,IN,B,XDC,INR,N,1948-07,16.92
M,IN,B,XDC,INR,N,1948-08,16.85
M,IN,B,XDC,INR,N,1948-09,16.65
M,IN,B,XDC,INR,N,1948-10,16.55
M,IN,B,XDC,INR,N,1948-11,16.28
M,IN,B,XDC,INR,N,1948-12,15.91
M,IN,B,XDC,INR,N,1949-01,15.82
M,IN,B,XDC,INR,N,1949-02,15.67
M,IN,B,XDC,INR,N,1949-03,15.47
M,IN,B,XDC,INR,N,1949-04,15.45
M,IN,B,XDC,INR,N,1949-05,15.33
M,IN,B,XDC,INR,N,1949-06,15.13
M,IN,B,XDC,INR,N,1949-07,14.73
M,IN,B,XDC,INR,N,1949-08,14.33
M,IN,B,XDC,INR,N,1949-09,14.32
M,IN,B,XDC,INR,N,1949-10,14.38
M,IN,B,XDC,INR,N,1949-11,14.4
M,IN,B,XDC,INR,N,1949-12,14.41
M,IN,B,XDC,INR,N,1950-01,14.64
M,IN,B,XDC,INR,N,1950-02,14.77
M,IN,B,XDC,INR,N,1950-03,15
M,IN,B,XDC,INR,N,1950-04,15.06
M,IN,B,XDC,INR,N,1950-05,15
M,IN,B,XDC,INR,N,1950-06,15
M,IN,B,XDC,INR,N,1950-07,14.98
M,IN,B,XDC,INR,N,1950-08,14.7
M,IN,B,XDC,INR,N,1950-09,14.63
M,IN,B,XDC,INR,N,1950-10,14.55
M,IN,B,XDC,INR,N,1950-11,14.63
M,IN,B,XDC,INR,N,1950-12,14.8
M,IN,B,XDC,INR,N,1951-01,15.1
M,IN,B,XDC,INR,N,1951-02,15.49
M,IN,B,XDC,INR,N,1951-03,15.9
M,IN,B,XDC,INR,N,1951-04,16.15
M,IN,B,XDC,INR,N,1951-05,16.36
M,IN,B,XDC,INR,N,1951-06,16.36
M,IN,B,XDC,INR,N,1951-07,16.03
M,IN,B,XDC,INR,N,1951-08,15.95
M,IN,B,XDC,INR,N,1951-09,15.33
M,IN,B,XDC,INR,N,1951-10,15.49
M,IN,B,XDC,INR,N,1951-11,15.29
M,IN,B,XDC,INR,N,1951-12,15.19
M,IN,B,XDC,INR,N,1952-01,15.31
M,IN,B,XDC,INR,N,1952-02,15.32
M,IN,B,XDC,INR,N,1952-03,15.27
M,IN,B,XDC,INR,N,1952-04,14.84
M,IN,B,XDC,INR,N,1952-05,14.64
M,IN,B,XDC,INR,N,1952-06,14.48
M,IN,B,XDC,INR,N,1952-07,14.02
M,IN,B,XDC,INR,N,1952-08,14.02
M,IN,B,XDC,INR,N,1952-09,14.11
M,IN,B,XDC,INR,N,1952-10,14.22
M,IN,B,XDC,INR,N,1952-11,14.22
M,IN,B,XDC,INR,N,1952-12,14.23
M,IN,B,XDC,INR,N,1953-01,14.48
M,IN,B,XDC,INR,N,1953-02,14.49
M,IN,B,XDC,INR,N,1953-03,14.51
M,IN,B,XDC,INR,N,1953-04,14.42
M,IN,B,XDC,INR,N,1953-05,14.53
M,IN,B,XDC,INR,N,1953-06,14.7
M,IN,B,XDC,INR,N,1953-07,14.24
M,IN,B,XDC,INR,N,1953-08,14.06
M,IN,B,XDC,INR,N,1953-09,13.99
M,IN,B,XDC,INR,N,1953-10,13.98
M,IN,B,XDC,INR,N,1953-11,13.95
M,IN,B,XDC,INR,N,1953-12,13.93
M,IN,B,XDC,INR,N,1954-01,14.23
M,IN,B,XDC,INR,N,1954-02,14.37
M,IN,B,XDC,INR,N,1954-03,14.44
M,IN,B,XDC,INR,N,1954-04,14.54
M,IN,B,XDC,INR,N,1954-05,14.88
M,IN,B,XDC,INR,N,1954-06,14.87
M,IN,B,XDC,INR,N,1954-07,14.62
M,IN,B,XDC,INR,N,1954-08,14.49
M,IN,B,XDC,INR,N,1954-09,14.5
M,IN,B,XDC,INR,N,1954-10,14.43
M,IN,B,XDC,INR,N,1954-11,14.27
M,IN,B,XDC,INR,N,1954-12,14.31
M,IN,B,XDC,INR,N,1955-01,14.32
M,IN,B,XDC,INR,N,1955-02,14.41
M,IN,B,XDC,INR,N,1955-03,14.93
M,IN,B,XDC,INR,N,1955-04,15.37
M,IN,B,XDC,INR,N,1955-05,15.3
M,IN,B,XDC,INR,N,1955-06,15.34
M,IN,B,XDC,INR,N,1955-07,15.43
M,IN,B,XDC,INR,N,1955-08,15.45
M,IN,B,XDC,INR,N,1955-09,14.97
M,IN,B,XDC,INR,N,1955-10,15.01
M,IN,B,XDC,INR,N,1955-11,15.25
M,IN,B,XDC,INR,N,1955-12,15.41
M,IN,B,XDC,INR,N,1956-01,15.95
M,IN,B,XDC,INR,N,1956-02,16.18
M,IN,B,XDC,INR,N,1956-03,16.78
M,IN,B,XDC,INR,N,1956-04,17.4
M,IN,B,XDC,INR,N,1956-05,17.28
M,IN,B,XDC,INR,N,1956-06,17.16
M,IN,B,XDC,INR,N,1956-07,16.89
M,IN,B,XDC,INR,N,1956-08,16.52
M,IN,B,XDC,INR,N,1956-09,16.6
M,IN,B,XDC,INR,N,1956-10,16.94
M,IN,B,XDC,INR,N,1956-11,17.42
M,IN,B,XDC,INR,N,1956-12,17.52
M,IN,B,XDC,INR,N,1957-01,17.81
M,IN,B,XDC,INR,N,1957-02,18.29
M,IN,B,XDC,INR,N,1957-03,18.82
M,IN,B,XDC,INR,N,1957-04,19.41
M,IN,B,XDC,INR,N,1957-05,19.67
M,IN,B,XDC,INR,N,1957-06,20.01
M,IN,B,XDC,INR,N,1957-07,19.85
M,IN,B,XDC,INR,N,1957-08,19.48
M,IN,B,XDC,INR,N,1957-09,19.2
M,IN,B,XDC,INR,N,1957-10,19.25
M,IN,B,XDC,INR,N,1957-11,19.35
M,IN,B,XDC,INR,N,1957-12,19.22
M,IN,B,XDC,INR,N,1958-01,19.64
M,IN,B,XDC,INR,N,1958-02,19.87
M,IN,B,XDC,INR,N,1958-03,20.35
M,IN,B,XDC,INR,N,1958-04,20.79
M,IN,B,XDC,INR,N,1958-05,20.76
M,IN,B,XDC,INR,N,1958-06,20.6
M,IN,B,XDC,INR,N,1958-07,20.61
M,IN,B,XDC,INR,N,1958-08,20.15
M,IN,B,XDC,INR,N,1958-09,19.74
M,IN,B,XDC,INR,N,1958-10,20.12
M,IN,B,XDC,INR,N,1958-11,20.24
M,IN,B,XDC,INR,N,1958-12,20.23
M,IN,B,XDC,INR,N,1959-01,20.72
M,IN,B,XDC,INR,N,1959-02,21.15
M,IN,B,XDC,INR,N,1959-03,21.55
M,IN,B,XDC,INR,N,1959-04,22.28
M,IN,B,XDC,INR,N,1959-05,22.25
M,IN,B,XDC,INR,N,1959-06,22.18
M,IN,B,XDC,INR,N,1959-07,21.91
M,IN,B,XDC,INR,N,1959-08,21.83
M,IN,B,XDC,INR,N,1959-09,21.14
M,IN,B,XDC,INR,N,1959-10,21.21
M,IN,B,XDC,INR,N,1959-11,21.46
M,IN,B,XDC,INR,N,1959-12,21.7
M,IN,B,XDC,INR,N,1960-01,22.33
M,IN,B,XDC,INR,N,1960-02,22.64
M,IN,B,XDC,INR,N,1960-03,23.24
M,IN,B,XDC,INR,N,1960-04,23.84
M,IN,B,XDC,INR,N,1960-05,23.79
M,IN,B,XDC,INR,N,1960-06,23.69
M,IN,B,XDC,INR,N,1960-07,23.48
M,IN,B,XDC,INR,N,1960-08,23.03
M,IN,B,XDC,INR,N,1960-09,22.72
M,IN,B,XDC,INR,N,1960-10,22.72
M,IN,B,XDC,INR,N,1960-11,22.84
M,IN,B,XDC,INR,N,1960-12,23.25
M,IN,B,XDC,INR,N,1961-01,23.78
M,IN,B,XDC,INR,N,1961-02,24.1
M,IN,B,XDC,INR,N,1961-03,24.78
M,IN,B,XDC,INR,N,1961-04,25.02
M,IN,B,XDC,INR,N,1961-05,25.12
M,IN,B,XDC,INR,N,1961-06,24.5
M,IN,B,XDC,INR,N,1961-07,23.86
M,IN,B,XDC,INR,N,1961-08,24.16
M,IN,B,XDC,INR,N,1961-09,23.84
M,IN,B,XDC,INR,N,1961-10,24.21
M,IN,B,XDC,INR,N,1961-11,24.23
M,IN,B,XDC,INR,N,1961-12,25.07
M,IN,B,XDC,INR,N,1962-01,25.42
M,IN,B,XDC,INR,N,1962-02,25.73
M,IN,B,XDC,INR,N,1962-03,26.4
M,IN,B,XDC,INR,N,1962-04,27.04
M,IN,B,XDC,INR,N,1962-05,27.18
M,IN,B,XDC,INR,N,1962-06,27.08
M,IN,B,XDC,INR,N,1962-07,26.64
M,IN,B,XDC,INR,N,1962-08,26.31
M,IN,B,XDC,INR,N,1962-09,25.64
M,IN,B,XDC,INR,N,1962-10,25.75
M,IN,B,XDC,INR,N,1962-11,26.14
M,IN,B,XDC,INR,N,1962-12,26.86
M,IN,B,XDC,INR,N,1963-01,27.49
M,IN,B,XDC,INR,N,1963-02,27.89
M,IN,B,XDC,INR,N,1963-03,28.51
M,IN,B,XDC,INR,N,1963-04,29.14
M,IN,B,XDC,INR,N,1963-05,29.23
M,IN,B,XDC,INR,N,1963-06,29.16
M,IN,B,XDC,INR,N,1963-07,29.05
M,IN,B,XDC,INR,N,1963-08,27.81
M,IN,B,XDC,INR,N,1963-09,27.7
M,IN,B,XDC,INR,N,1963-10,28.39
M,IN,B,XDC,INR,N,1963-11,28.56
M,IN,B,XDC,INR,N,1963-12,29.18
M,IN,B,XDC,INR,N,1964-01,30.16
M,IN,B,XDC,INR,N,1964-02,30.61
M,IN,B,XDC,INR,N,1964-03,30.97
M,IN,B,XDC,INR,N,1964-04,31.4
M,IN,B,XDC,INR,N,1964-05,31.73
M,IN,B,XDC,INR,N,1964-06,31.77
M,IN,B,XDC,INR,N,1964-07,31.33
M,IN,B,XDC,INR,N,1964-08,30.6
M,IN,B,XDC,INR,N,1964-09,29.82
M,IN,B,XDC,INR,N,1964-10,30.41
M,IN,B,XDC,INR,N,1964-11,30.5
M,IN,B,XDC,INR,N,1964-12,31.16
M,IN,B,XDC,INR,N,1965-01,31.83
M,IN,B,XDC,INR,N,1965-02,32.45
M,IN,B,XDC,INR,N,1965-03,33.47
M,IN,B,XDC,INR,N,1965-04,34.29
M,IN,B,XDC,INR,N,1965-05,34.43
M,IN,B,XDC,INR,N,1965-06,34.12
M,IN,B,XDC,INR,N,1965-07,33.51
M,IN,B,XDC,INR,N,1965-08,33.03
M,IN,B,XDC,INR,N,1965-09,32.7
M,IN,B,XDC,INR,N,1965-10,33.03
M,IN,B,XDC,INR,N,1965-11,33.72
M,IN,B,XDC,INR,N,1965-12,34.35
M,IN,B,XDC,INR,N,1966-01,35.09
M,IN,B,XDC,INR,N,1966-02,35.6
M,IN,B,XDC,INR,N,1966-03,36.15
M,IN,B,XDC,INR,N,1966-04,38.46
M,IN,B,XDC,INR,N,1966-05,38.28
M,IN,B,XDC,INR,N,1966-06,38.9
M,IN,B,XDC,INR,N,1966-07,37.33
M,IN,B,XDC,INR,N,1966-08,35.69
M,IN,B,XDC,INR,N,1966-09,35.56
M,IN,B,XDC,INR,N,1966-10,36
M,IN,B,XDC,INR,N,1966-11,36.4
M,IN,B,XDC,INR,N,1966-12,37.3
M,IN,B,XDC,INR,N,1967-01,37.91
M,IN,B,XDC,INR,N,1967-02,38.63
M,IN,B,XDC,INR,N,1967-03,40.51
M,IN,B,XDC,INR,N,1967-04,39.81
M,IN,B,XDC,INR,N,1967-05,39.92
M,IN,B,XDC,INR,N,1967-06,39.72
M,IN,B,XDC,INR,N,1967-07,38.97
M,IN,B,XDC,INR,N,1967-08,37.78
M,IN,B,XDC,INR,N,1967-09,37.7
M,IN,B,XDC,INR,N,1967-10,38.2
M,IN,B,XDC,INR,N,1967-11,38.71
M,IN,B,XDC,INR,N,1967-12,40.24
M,IN,B,XDC,INR,N,1968-01,40.95
M,IN,B,XDC,INR,N,1968-02,41.22
M,IN,B,XDC,INR,N,1968-03,42.01
M,IN,B,XDC,INR,N,1968-04,43.1
M,IN,B,XDC,INR,N,1968-05,43.15
M,IN,B,XDC,INR,N,1968-06,43.2
M,IN,B,XDC,INR,N,1968-07,41.95
M,IN,B,XDC,INR,N,1968-08,41.78
M,IN,B,XDC,INR,N,1968-09,41.85
M,IN,B,XDC,INR,N,1968-10,41.53
M,IN,B,XDC,INR,N,1968-11,41.75
M,IN,B,XDC,INR,N,1968-12,42.46
M,IN,B,XDC,INR,N,1969-01,43.12
M,IN,B,XDC,INR,N,1969-02,44.72
M,IN,B,XDC,INR,N,1969-03,46.77
M,IN,B,XDC,INR,N,1969-04,46.73
M,IN,B,XDC,INR,N,1969-05,47.13
M,IN,B,XDC,INR,N,1969-06,47.93
M,IN,B,XDC,INR,N,1969-07,46.1
M,IN,B,XDC,INR,N,1969-08,44.9
M,IN,B,XDC,INR,N,1969-09,44.15
M,IN,B,XDC,INR,N,1969-10,45.16
M,IN,B,XDC,INR,N,1969-11,46.01
M,IN,B,XDC,INR,N,1969-12,48
M,IN,B,XDC,INR,N,1970-01,47.61
M,IN,B,XDC,INR,N,1970-02,47.86
M,IN,B,XDC,INR,N,1970-03,49.84
M,IN,B,XDC,INR,N,1970-04,50.92
M,IN,B,XDC,INR,N,1970-05,51.17
M,IN,B,XDC,INR,N,1970-06,51.05
M,IN,B,XDC,INR,N,1970-07,48.95
M,IN,B,XDC,INR,N,1970-08,47.81
M,IN,B,XDC,INR,N,1970-09,48.29
M,IN,B,XDC,INR,N,1970-10,49.45
M,IN,B,XDC,INR,N,1970-11,49.43
M,IN,B,XDC,INR,N,1970-12,51.84
M,IN,B,XDC,INR,N,1971-01,52.94
M,IN,B,XDC,INR,N,1971-02,53.76
M,IN,B,XDC,INR,N,1971-03,54.63
M,IN,B,XDC,INR,N,1971-04,55.6
M,IN,B,XDC,INR,N,1971-05,55.13
M,IN,B,XDC,INR,N,1971-06,57.02
M,IN,B,XDC,INR,N,1971-07,54.66
M,IN,B,XDC,INR,N,1971-08,53.78
M,IN,B,XDC,INR,N,1971-09,54.14
M,IN,B,XDC,INR,N,1971-10,56.2
M,IN,B,XDC,INR,N,1971-11,55.5
M,IN,B,XDC,INR,N,1971-12,59.06
M,IN,B,XDC,INR,N,1972-01,60.42
M,IN,B,XDC,INR,N,1972-02,61.36
M,IN,B,XDC,INR,N,1972-03,63.45
M,IN,B,XDC,INR,N,1972-04,64.04
M,IN,B,XDC,INR,N,1972-05,63.45
M,IN,B,XDC,INR,N,1972-06,64.45
M,IN,B,XDC,INR,N,1972-07,62.05
M,IN,B,XDC,INR,N,1972-08,60.33
M,IN,B,XDC,INR,N,1972-09,59.84
M,IN,B,XDC,INR,N,1972-10,60.42
M,IN,B,XDC,INR,N,1972-11,61.75
M,IN,B,XDC,INR,N,1972-12,63.14
M,IN,B,XDC,INR,N,1973-01,64.08
M,IN,B,XDC,INR,N,1973-02,66.22
M,IN,B,XDC,INR,N,1973-03,69.24
M,IN,B,XDC,INR,N,1973-04,71.72
M,IN,B,XDC,INR,N,1973-05,73.57
M,IN,B,XDC,INR,N,1973-06,76.24
M,IN,B,XDC,INR,N,1973-07,75.47
M,IN,B,XDC,INR,N,1973-08,73.92
M,IN,B,XDC,INR,N,1973-09,75.28
M,IN,B,XDC,INR,N,1973-10,77.13
M,IN,B,XDC,INR,N,1973-11,77.68
M,IN,B,XDC,INR,N,1973-12,77.58
M,IN,B,XDC,INR,N,1974-01,80.02
M,IN,B,XDC,INR,N,1974-02,82.4
M,IN,B,XDC,INR,N,1974-03,85.27
M,IN,B,XDC,INR,N,1974-04,86.51
M,IN,B,XDC,INR,N,1974-05,89.94
M,IN,B,XDC,INR,N,1974-06,91.09
M,IN,B,XDC,INR,N,1974-07,88.72
M,IN,B,XDC,INR,N,1974-08,85.09
M,IN,B,XDC,INR,N,1974-09,84.64
M,IN,B,XDC,INR,N,1974-10,85.52
M,IN,B,XDC,INR,N,1974-11,88.19
M,IN,B,XDC,INR,N,1974-12,88.23
M,IN,B,XDC,INR,N,1975-01,88.66
M,IN,B,XDC,INR,N,1975-02,92.58
M,IN,B,XDC,INR,N,1975-03,97.08
M,IN,B,XDC,INR,N,1975-04,96.67
M,IN,B,XDC,INR,N,1975-05,98.73
M,IN,B,XDC,INR,N,1975-06,99.67
M,IN,B,XDC,INR,N,1975-07,98.81
M,IN,B,XDC,INR,N,1975-08,99.21
M,IN,B,XDC,INR,N,1975-09,98.53
M,IN,B,XDC,INR,N,1975-10,101.85
M,IN,B,XDC,INR,N,1975-11,101.97
M,IN,B,XDC,INR,N,1975-12,103.44
M,IN,B,XDC,INR,N,1976-01,105.27
M,IN,B,XDC,INR,N,1976-02,108.07
M,IN,B,XDC,INR,N,1976-03,116.23
M,IN,B,XDC,INR,N,1976-04,115.33
M,IN,B,XDC,INR,N,1976-05,117.02
M,IN,B,XDC,INR,N,1976-06,118.76
M,IN,B,XDC,INR,N,1976-07,118.13
M,IN,B,XDC,INR,N,1976-08,117.79
M,IN,B,XDC,INR,N,1976-09,118.95
M,IN,B,XDC,INR,N,1976-10,119.4
M,IN,B,XDC,INR,N,1976-11,120.31
M,IN,B,XDC,INR,N,1976-12,122.02
M,IN,B,XDC,INR,N,1977-01,124.58
M,IN,B,XDC,INR,N,1977-02,129.26
M,IN,B,XDC,INR,N,1977-03,136.55
M,IN,B,XDC,INR,N,1977-04,141.91
M,IN,B,XDC,INR,N,1977-05,144.48
M,IN,B,XDC,INR,N,1977-06,145.64
M,IN,B,XDC,INR,N,1977-07,136.96
M,IN,B,XDC,INR,N,1977-08,137.41
M,IN,B,XDC,INR,N,1977-09,136.88
M,IN,B,XDC,INR,N,1977-10,139.11
M,IN,B,XDC,INR,N,1977-11,142.84
M,IN,B,XDC,INR,N,1977-12,142.73
M,IN,B,XDC,INR,N,1978-01,145.73
M,IN,B,XDC,INR,N,1978-02,153.47
M,IN,B,XDC,INR,N,1978-03,178.3
M,IN,B,XDC,INR,N,1978-04,192.36
M,IN,B,XDC,INR,N,1978-05,189.17
M,IN,B,XDC,INR,N,1978-06,165.52
M,IN,B,XDC,INR,N,1978-07,154.54
M,IN,B,XDC,INR,N,1978-08,157.09
M,IN,B,XDC,INR,N,1978-09,165.73
