FREQ,REF_AREA,CURRENCY,COLLECTION,TIME_PERIOD,OBS_VALUE
M,IN,INR,E,2019-08,71.435756
M,IN,INR,E,2019-09,70.861879
M,IN,INR,E,2019-10,70.92747
M,IN,INR,E,2019-11,71.651339
M,IN,INR,E,2019-12,71.37885
M,IN,INR,E,2020-01,71.39477
M,IN,INR,E,2020-02,72.228296
M,IN,INR,E,2020-03,75.664932
M,IN,INR,E,2020-04,75.037514
M,IN,INR,E,2020-05,75.523078
M,IN,INR,E,2020-06,75.570191
M,IN,INR,E,2020-07,74.810517
M,IN,INR,E,2020-08,73.2567
M,IN,INR,E,2020-09,73.709429
M,IN,INR,E,2020-10,74.467003
M,IN,INR,E,2020-11,74.066945
M,IN,INR,E,2020-12,73.066987
M,IN,INR,E,2021-01,72.867502
M,IN,INR,E,2021-02,73.901988
M,IN,INR,E,2021-03,73.18806
M,IN,INR,E,2021-04,74.060172
M,IN,INR,E,2021-05,72.56897
M,IN,INR,E,2021-06,74.321777
M,IN,INR,E,2021-07,74.336978
M,IN,INR,E,2021-08,72.997296
M,IN,INR,E,2021-09,74.338544
M,IN,INR,E,2021-10,74.867325
M,IN,INR,E,2021-11,75.092317
M,IN,INR,E,2021-12,74.368003
M,IN,INR,E,2022-01,74.727053
M,IN,INR,E,2022-02,75.501384
M,IN,INR,E,2022-03,75.789569
M,IN,INR,E,2022-04,76.506641
M,IN,INR,E,2022-05,77.69159
M,IN,INR,E,2022-06,79.053625
M,IN,INR,E,2022-07,79.31163
M,IN,INR,E,2022-08,79.5465
M,IN,INR,E,2022-09,81.478252
M,IN,INR,E,2022-10,82.815715
M,IN,INR,E,2022-11,81.362278
M,IN,INR,E,2022-12,82.665479
M,IN,INR,E,2023-01,81.820364
M,IN,INR,E,2023-02,82.607119
M,IN,INR,E,2023-03,82.206437
M,IN,INR,E,2023-04,81.828158
M,IN,INR,E,2023-05,82.692128
M,IN,INR,E,2023-06,82.096908
M,IN,INR,E,2023-07,82.254377
M,IN,INR,E,2023-08,82.746872
M,IN,INR,E,2023-09,83.081461
M,IN,INR,E,2023-10,83.265373
M,IN,INR,E,2023-11,83.354039
M,IN,INR,E,2023-12,83.171493
M,IN,INR,E,2024-01,83.049737
M,IN,INR,E,2024-02,82.898393
M,IN,INR,E,2024-03,83.374803
M,IN,INR,E,2024-04,83.425546
M,IN,INR,E,2024-05,83.418264
M,IN,INR,E,2024-06,83.371789
M,IN,INR,E,2024-07,83.69505
M,IN,INR,E,2024-08,83.835573
M,IN,INR,E,2024-09,83.791533
M,IN,INR,E,2024-10,84.077375
M,IN,INR,E,2024-11,84.571577
M,IN,INR,E,2024-12,85.603523
M,IN,INR,E,2025-01,86.591456
M,IN,INR,E,2025-02,87.379695
M,IN,INR,E,2025-03,85.432732
M,IN,INR,E,2025-04,84.530027
M,IN,INR,E,2025-05,85.567334
M,IN,INR,E,2025-06,85.802474
M,IN,INR,E,2025-07,87.624498
M,IN,INR,E,2025-08,88.182793
M,IN,INR,E,2025-09,88.795503
M,IN,INR,E,2025-10,88.719924
M,IN,INR,E,2025-11,89.478212
M,IN,INR,E,2025-12,89.869362
M,IN,INR,E,2026-01,91.939341
M,IN,INR,E,2026-02,91.080474
M,IN,INR,E,2026-03,93.823969
M,IN,INR,E,2026-04,94.914972
M,IN,INR,A,1957-01,4.7619
M,IN,INR,A,1957-02,4.7619
M,IN,INR,A,1957-03,4.7619
M,IN,INR,A,1957-04,4.7619
M,IN,INR,A,1957-05,4.7619
M,IN,INR,A,1957-06,4.7619
M,IN,INR,A,1957-07,4.7619
M,IN,INR,A,1957-08,4.7619
M,IN,INR,A,1957-09,4.7619
M,IN,INR,A,1957-10,4.7619
M,IN,INR,A,1957-11,4.7619
M,IN,INR,A,1957-12,4.7619
M,IN,INR,A,1958-01,4.7619
M,IN,INR,A,1958-02,4.7619
M,IN,INR,A,1958-03,4.7619
M,IN,INR,A,1958-04,4.7619
M,IN,INR,A,1958-05,4.7619
M,IN,INR,A,1958-06,4.7619
M,IN,INR,A,1958-07,4.7619
M,IN,INR,A,1958-08,4.7619
M,IN,INR,A,1958-09,4.7619
M,IN,INR,A,1958-10,4.7619
M,IN,INR,A,1958-11,4.7619
M,IN,INR,A,1958-12,4.7619
M,IN,INR,A,1959-01,4.7619
M,IN,INR,A,1959-02,4.7619
M,IN,INR,A,1959-03,4.7619
M,IN,INR,A,1959-04,4.7619
M,IN,INR,A,1959-05,4.7619
M,IN,INR,A,1959-06,4.7619
M,IN,INR,A,1959-07,4.7619
M,IN,INR,A,1959-08,4.7619
M,IN,INR,A,1959-09,4.7619
M,IN,INR,A,1959-10,4.7619
M,IN,INR,A,1959-11,4.7619
M,IN,INR,A,1959-12,4.7619
M,IN,INR,A,1960-01,4.7619
M,IN,INR,A,1960-02,4.7619
M,IN,INR,A,1960-03,4.7619
M,IN,INR,A,1960-04,4.7619
M,IN,INR,A,1960-05,4.7619
M,IN,INR,A,1960-06,4.7619
M,IN,INR,A,1960-07,4.7619
M,IN,INR,A,1960-08,4.7619
M,IN,INR,A,1960-09,4.7619
M,IN,INR,A,1960-10,4.7619
M,IN,INR,A,1960-11,4.7619
M,IN,INR,A,1960-12,4.7619
M,IN,INR,A,1961-01,4.7619
M,IN,INR,A,1961-02,4.7619
M,IN,INR,A,1961-03,4.7619
M,IN,INR,A,1961-04,4.7619
M,IN,INR,A,1961-05,4.7619
M,IN,INR,A,1961-06,4.7619
M,IN,INR,A,1961-07,4.7619
M,IN,INR,A,1961-08,4.7619
M,IN,INR,A,1961-09,4.7619
M,IN,INR,A,1961-10,4.7619
M,IN,INR,A,1961-11,4.7619
M,IN,INR,A,1961-12,4.7619
M,IN,INR,A,1962-01,4.7619
M,IN,INR,A,1962-02,4.7619
M,IN,INR,A,1962-03,4.7619
M,IN,INR,A,1962-04,4.7619
M,IN,INR,A,1962-05,4.7619
M,IN,INR,A,1962-06,4.7619
M,IN,INR,A,1962-07,4.7619
M,IN,INR,A,1962-08,4.7619
M,IN,INR,A,1962-09,4.7619
M,IN,INR,A,1962-10,4.7619
M,IN,INR,A,1962-11,4.7619
M,IN,INR,A,1962-12,4.7619
M,IN,INR,A,1963-01,4.7619
M,IN,INR,A,1963-02,4.7619
M,IN,INR,A,1963-03,4.7619
M,IN,INR,A,1963-04,4.7619
M,IN,INR,A,1963-05,4.7619
M,IN,INR,A,1963-06,4.7619
M,IN,INR,A,1963-07,4.7619
M,IN,INR,A,1963-08,4.7619
M,IN,INR,A,1963-09,4.7619
M,IN,INR,A,1963-10,4.7619
M,IN,INR,A,1963-11,4.7619
M,IN,INR,A,1963-12,4.7619
M,IN,INR,A,1964-01,4.7619
M,IN,INR,A,1964-02,4.7619
M,IN,INR,A,1964-03,4.7619
M,IN,INR,A,1964-04,4.7619
M,IN,INR,A,1964-05,4.7619
M,IN,INR,A,1964-06,4.7619
M,IN,INR,A,1964-07,4.7619
M,IN,INR,A,1964-08,4.7619
M,IN,INR,A,1964-09,4.7619
M,IN,INR,A,1964-10,4.7619
M,IN,INR,A,1964-11,4.7619
M,IN,INR,A,1964-12,4.7619
M,IN,INR,A,1965-01,4.7619
M,IN,INR,A,1965-02,4.7619
M,IN,INR,A,1965-03,4.7619
M,IN,INR,A,1965-04,4.7619
M,IN,INR,A,1965-05,4.7619
M,IN,INR,A,1965-06,4.7619
M,IN,INR,A,1965-07,4.7619
M,IN,INR,A,1965-08,4.7619
M,IN,INR,A,1965-09,4.7619
M,IN,INR,A,1965-10,4.7619
M,IN,INR,A,1965-11,4.7619
M,IN,INR,A,1965-12,4.7619
M,IN,INR,A,1966-01,4.7619
M,IN,INR,A,1966-02,4.7619
M,IN,INR,A,1966-03,4.7619
M,IN,INR,A,1966-04,4.7619
M,IN,INR,A,1966-05,4.7619
M,IN,INR,A,1966-06,7.5
M,IN,INR,A,1966-07,7.5
M,IN,INR,A,1966-08,7.5
M,IN,INR,A,1966-09,7.5
M,IN,INR,A,1966-10,7.5
M,IN,INR,A,1966-11,7.5
M,IN,INR,A,1966-12,7.5
M,IN,INR,A,1967-01,7.5
M,IN,INR,A,1967-02,7.5
M,IN,INR,A,1967-03,7.5
M,IN,INR,A,1967-04,7.5
M,IN,INR,A,1967-05,7.5
M,IN,INR,A,1967-06,7.5
M,IN,INR,A,1967-07,7.5
M,IN,INR,A,1967-08,7.5
M,IN,INR,A,1967-09,7.5
M,IN,INR,A,1967-10,7.5
M,IN,INR,A,1967-11,7.5
M,IN,INR,A,1967-12,7.5
M,IN,INR,A,1968-01,7.5
M,IN,INR,A,1968-02,7.5
M,IN,INR,A,1968-03,7.5
M,IN,INR,A,1968-04,7.5
M,IN,INR,A,1968-05,7.5
M,IN,INR,A,1968-06,7.5
M,IN,INR,A,1968-07,7.5
M,IN,INR,A,1968-08,7.5
M,IN,INR,A,1968-09,7.5
M,IN,INR,A,1968-10,7.5
M,IN,INR,A,1968-11,7.5
M,IN,INR,A,1968-12,7.5
M,IN,INR,A,1969-01,7.5
M,IN,INR,A,1969-02,7.5
M,IN,INR,A,1969-03,7.5
M,IN,INR,A,1969-04,7.5
M,IN,INR,A,1969-05,7.5
M,IN,INR,A,1969-06,7.5
M,IN,INR,A,1969-07,7.5
M,IN,INR,A,1969-08,7.5
M,IN,INR,A,1969-09,7.5
M,IN,INR,A,1969-10,7.5
M,IN,INR,A,1969-11,7.5
M,IN,INR,A,1969-12,7.5
M,IN,INR,A,1970-01,7.5
M,IN,INR,A,1970-02,7.5
M,IN,INR,A,1970-03,7.5
M,IN,INR,A,1970-04,7.5
M,IN,INR,A,1970-05,7.5
