FREQ,EER_TYPE,EER_BASKET,REF_AREA,TIME_PERIOD,OBS_VALUE
D,N,B,IN,2020-12-23,96.36
D,N,B,IN,2020-12-24,96.47
D,N,B,IN,2020-12-25,96.47
D,N,B,IN,2020-12-26,NaN
D,N,B,IN,2020-12-27,NaN
D,N,B,IN,2020-12-28,96.48
D,N,B,IN,2020-12-29,96.54
D,N,B,IN,2020-12-30,96.61
D,N,B,IN,2020-12-31,96.81
D,N,B,IN,2021-01-01,96.81
D,N,B,IN,2021-01-02,NaN
D,N,B,IN,2021-01-03,NaN
D,N,B,IN,2021-01-04,96.37
D,N,B,IN,2021-01-05,96.24
D,N,B,IN,2021-01-06,96.16
D,N,B,IN,2021-01-07,96.15
D,N,B,IN,2021-01-08,96.27
D,N,B,IN,2021-01-09,NaN
D,N,B,IN,2021-01-10,NaN
D,N,B,IN,2021-01-11,96.46
D,N,B,IN,2021-01-12,96.58
D,N,B,IN,2021-01-13,96.66
D,N,B,IN,2021-01-14,96.74
D,N,B,IN,2021-01-15,96.85
D,N,B,IN,2021-01-16,NaN
D,N,B,IN,2021-01-17,NaN
D,N,B,IN,2021-01-18,96.91
D,N,B,IN,2021-01-19,96.81
D,N,B,IN,2021-01-20,96.97
D,N,B,IN,2021-01-21,96.79
D,N,B,IN,2021-01-22,97.02
D,N,B,IN,2021-01-23,NaN
D,N,B,IN,2021-01-24,NaN
D,N,B,IN,2021-01-25,97.09
D,N,B,IN,2021-01-26,97.06
D,N,B,IN,2021-01-27,97.09
D,N,B,IN,2021-01-28,97.22
D,N,B,IN,2021-01-29,97.1
D,N,B,IN,2021-01-30,NaN
D,N,B,IN,2021-01-31,NaN
D,N,B,IN,2021-02-01,97.05
D,N,B,IN,2021-02-02,97.2
D,N,B,IN,2021-02-03,97.39
D,N,B,IN,2021-02-04,97.5
D,N,B,IN,2021-02-05,97.56
D,N,B,IN,2021-02-06,NaN
D,N,B,IN,2021-02-07,NaN
D,N,B,IN,2021-02-08,97.31
D,N,B,IN,2021-02-09,96.92
D,N,B,IN,2021-02-10,97.02
D,N,B,IN,2021-02-11,97.03
D,N,B,IN,2021-02-12,97.45
D,N,B,IN,2021-02-13,NaN
D,N,B,IN,2021-02-14,NaN
D,N,B,IN,2021-02-15,97.25
D,N,B,IN,2021-02-16,97.01
D,N,B,IN,2021-02-17,97.3
D,N,B,IN,2021-02-18,97.56
D,N,B,IN,2021-02-19,97.4
D,N,B,IN,2021-02-20,NaN
D,N,B,IN,2021-02-21,NaN
D,N,B,IN,2021-02-22,97.63
D,N,B,IN,2021-02-23,97.54
D,N,B,IN,2021-02-24,97.69
D,N,B,IN,2021-02-25,97.26
D,N,B,IN,2021-02-26,96.11
D,N,B,IN,2021-02-27,NaN
D,N,B,IN,2021-02-28,NaN
D,N,B,IN,2021-03-01,96.65
D,N,B,IN,2021-03-02,96.99
D,N,B,IN,2021-03-03,97.58
D,N,B,IN,2021-03-04,97.85
D,N,B,IN,2021-03-05,97.91
D,N,B,IN,2021-03-06,NaN
D,N,B,IN,2021-03-07,NaN
D,N,B,IN,2021-03-08,98.03
D,N,B,IN,2021-03-09,98.37
D,N,B,IN,2021-03-10,98.35
D,N,B,IN,2021-03-11,98.41
D,N,B,IN,2021-03-12,98.6
D,N,B,IN,2021-03-13,NaN
D,N,B,IN,2021-03-14,NaN
D,N,B,IN,2021-03-15,98.75
D,N,B,IN,2021-03-16,98.74
D,N,B,IN,2021-03-17,98.76
D,N,B,IN,2021-03-18,98.56
D,N,B,IN,2021-03-19,98.88
D,N,B,IN,2021-03-20,NaN
D,N,B,IN,2021-03-21,NaN
D,N,B,IN,2021-03-22,99.06
D,N,B,IN,2021-03-23,99.1
D,N,B,IN,2021-03-24,99.14
D,N,B,IN,2021-03-25,99.29
D,N,B,IN,2021-03-26,99.45
D,N,B,IN,2021-03-27,NaN
D,N,B,IN,2021-03-28,NaN
D,N,B,IN,2021-03-29,99.54
D,N,B,IN,2021-03-30,98.54
D,N,B,IN,2021-03-31,98.81
D,N,B,IN,2021-04-01,98.54
D,N,B,IN,2021-04-02,98.54
D,N,B,IN,2021-04-03,NaN
D,N,B,IN,2021-04-04,NaN
D,N,B,IN,2021-04-05,98.54
D,N,B,IN,2021-04-06,98.21
D,N,B,IN,2021-04-07,96.77
D,N,B,IN,2021-04-08,96.42
D,N,B,IN,2021-04-09,96.35
D,N,B,IN,2021-04-10,NaN
D,N,B,IN,2021-04-11,NaN
D,N,B,IN,2021-04-12,95.89
D,N,B,IN,2021-04-13,95.48
D,N,B,IN,2021-04-14,95.52
D,N,B,IN,2021-04-15,95.53
D,N,B,IN,2021-04-16,96.16
D,N,B,IN,2021-04-17,NaN
D,N,B,IN,2021-04-18,NaN
D,N,B,IN,2021-04-19,95.43
D,N,B,IN,2021-04-20,95
D,N,B,IN,2021-04-21,94.73
D,N,B,IN,2021-04-22,95.14
D,N,B,IN,2021-04-23,95.13
D,N,B,IN,2021-04-24,NaN
D,N,B,IN,2021-04-25,NaN
D,N,B,IN,2021-04-26,95.28
D,N,B,IN,2021-04-27,95.52
D,N,B,IN,2021-04-28,95.75
D,N,B,IN,2021-04-29,95.97
D,N,B,IN,2021-04-30,96.15
D,N,B,IN,2021-05-01,NaN
D,N,B,IN,2021-05-02,NaN
D,N,B,IN,2021-05-03,96.58
D,N,B,IN,2021-05-04,96.79
D,N,B,IN,2021-05-05,96.64
D,N,B,IN,2021-05-06,96.69
D,N,B,IN,2021-05-07,96.86
D,N,B,IN,2021-05-08,NaN
D,N,B,IN,2021-05-09,NaN
D,N,B,IN,2021-05-10,96.47
D,N,B,IN,2021-05-11,96.55
D,N,B,IN,2021-05-12,96.74
D,N,B,IN,2021-05-13,96.86
D,N,B,IN,2021-05-14,97
D,N,B,IN,2021-05-15,NaN
D,N,B,IN,2021-05-16,NaN
D,N,B,IN,2021-05-17,97
D,N,B,IN,2021-05-18,97
D,N,B,IN,2021-05-19,96.98
D,N,B,IN,2021-05-20,97.12
D,N,B,IN,2021-05-21,97.29
D,N,B,IN,2021-05-22,NaN
D,N,B,IN,2021-05-23,NaN
D,N,B,IN,2021-05-24,97.18
D,N,B,IN,2021-05-25,97.13
D,N,B,IN,2021-05-26,97.11
D,N,B,IN,2021-05-27,97.32
D,N,B,IN,2021-05-28,97.54
D,N,B,IN,2021-05-29,NaN
D,N,B,IN,2021-05-30,NaN
D,N,B,IN,2021-05-31,97.25
D,N,B,IN,2021-06-01,96.82
D,N,B,IN,2021-06-02,96.66
D,N,B,IN,2021-06-03,96.92
D,N,B,IN,2021-06-04,97.09
D,N,B,IN,2021-06-05,NaN
D,N,B,IN,2021-06-06,NaN
D,N,B,IN,2021-06-07,97.09
D,N,B,IN,2021-06-08,96.97
D,N,B,IN,2021-06-09,96.77
D,N,B,IN,2021-06-10,96.69
D,N,B,IN,2021-06-11,96.65
D,N,B,IN,2021-06-12,NaN
D,N,B,IN,2021-06-13,NaN
D,N,B,IN,2021-06-14,96.68
D,N,B,IN,2021-06-15,96.6
D,N,B,IN,2021-06-16,96.57
D,N,B,IN,2021-06-17,96.36
D,N,B,IN,2021-06-18,96.63
D,N,B,IN,2021-06-19,NaN
D,N,B,IN,2021-06-20,NaN
D,N,B,IN,2021-06-21,96.62
D,N,B,IN,2021-06-22,96.49
D,N,B,IN,2021-06-23,96.48
D,N,B,IN,2021-06-24,96.51
D,N,B,IN,2021-06-25,96.28
D,N,B,IN,2021-06-26,NaN
D,N,B,IN,2021-06-27,NaN
D,N,B,IN,2021-06-28,96.34
D,N,B,IN,2021-06-29,96.44
D,N,B,IN,2021-06-30,96.37
D,N,B,IN,2021-07-01,96.22
D,N,B,IN,2021-07-02,96.27
D,N,B,IN,2021-07-03,NaN
D,N,B,IN,2021-07-04,NaN
D,N,B,IN,2021-07-05,96.48
D,N,B,IN,2021-07-06,96.28
D,N,B,IN,2021-07-07,96.24
D,N,B,IN,2021-07-08,96.23
D,N,B,IN,2021-07-09,96.47
D,N,B,IN,2021-07-10,NaN
D,N,B,IN,2021-07-11,NaN
D,N,B,IN,2021-07-12,96.43
D,N,B,IN,2021-07-13,96.43
D,N,B,IN,2021-07-14,96.53
D,N,B,IN,2021-07-15,96.43
D,N,B,IN,2021-07-16,96.48
D,N,B,IN,2021-07-17,NaN
D,N,B,IN,2021-07-18,NaN
D,N,B,IN,2021-07-19,96.28
D,N,B,IN,2021-07-20,96.64
D,N,B,IN,2021-07-21,96.8
D,N,B,IN,2021-07-22,96.78
D,N,B,IN,2021-07-23,96.89
D,N,B,IN,2021-07-24,NaN
D,N,B,IN,2021-07-25,NaN
D,N,B,IN,2021-07-26,96.92
D,N,B,IN,2021-07-27,96.91
D,N,B,IN,2021-07-28,96.94
D,N,B,IN,2021-07-29,96.66
D,N,B,IN,2021-07-30,96.52
D,N,B,IN,2021-07-31,NaN
D,N,B,IN,2021-08-01,NaN
D,N,B,IN,2021-08-02,96.46
D,N,B,IN,2021-08-03,96.62
D,N,B,IN,2021-08-04,96.69
D,N,B,IN,2021-08-05,96.81
D,N,B,IN,2021-08-06,96.99
D,N,B,IN,2021-08-07,NaN
D,N,B,IN,2021-08-08,NaN
D,N,B,IN,2021-08-09,97.03
D,N,B,IN,2021-08-10,97.02
D,N,B,IN,2021-08-11,97.11
D,N,B,IN,2021-08-12,97.2
D,N,B,IN,2021-08-13,97.12
D,N,B,IN,2021-08-14,NaN
D,N,B,IN,2021-08-15,NaN
D,N,B,IN,2021-08-16,97.11
D,N,B,IN,2021-08-17,97.05
D,N,B,IN,2021-08-18,97.24
D,N,B,IN,2021-08-19,97.31
D,N,B,IN,2021-08-20,97.49
D,N,B,IN,2021-08-21,NaN
D,N,B,IN,2021-08-22,NaN
D,N,B,IN,2021-08-23,97.48
D,N,B,IN,2021-08-24,97.27
D,N,B,IN,2021-08-25,97.15
D,N,B,IN,2021-08-26,97.27
D,N,B,IN,2021-08-27,97.83
D,N,B,IN,2021-08-28,NaN
D,N,B,IN,2021-08-29,NaN
D,N,B,IN,2021-08-30,98.1
D,N,B,IN,2021-08-31,98.29
D,N,B,IN,2021-09-01,98.28
D,N,B,IN,2021-09-02,98.2
D,N,B,IN,2021-09-03,98.09
D,N,B,IN,2021-09-04,NaN
D,N,B,IN,2021-09-05,NaN
D,N,B,IN,2021-09-06,98.05
D,N,B,IN,2021-09-07,97.68
D,N,B,IN,2021-09-08,97.64
D,N,B,IN,2021-09-09,97.59
D,N,B,IN,2021-09-10,97.58
D,N,B,IN,2021-09-11,NaN
D,N,B,IN,2021-09-12,NaN
D,N,B,IN,2021-09-13,97.53
D,N,B,IN,2021-09-14,97.5
D,N,B,IN,2021-09-15,97.61
D,N,B,IN,2021-09-16,97.81
D,N,B,IN,2021-09-17,97.99
D,N,B,IN,2021-09-18,NaN
D,N,B,IN,2021-09-19,NaN
D,N,B,IN,2021-09-20,98.09
D,N,B,IN,2021-09-21,97.97
D,N,B,IN,2021-09-22,97.75
D,N,B,IN,2021-09-23,97.82
D,N,B,IN,2021-09-24,97.92
D,N,B,IN,2021-09-25,NaN
D,N,B,IN,2021-09-26,NaN
D,N,B,IN,2021-09-27,97.86
D,N,B,IN,2021-09-28,97.67
D,N,B,IN,2021-09-29,97.68
D,N,B,IN,2021-09-30,97.68
D,N,B,IN,2021-10-01,97.69
D,N,B,IN,2021-10-02,NaN
D,N,B,IN,2021-10-03,NaN
D,N,B,IN,2021-10-04,97.39
D,N,B,IN,2021-10-05,97.13
D,N,B,IN,2021-10-06,96.91
D,N,B,IN,2021-10-07,96.96
D,N,B,IN,2021-10-08,96.7
D,N,B,IN,2021-10-09,NaN
D,N,B,IN,2021-10-10,NaN
D,N,B,IN,2021-10-11,96.13
D,N,B,IN,2021-10-12,96.07
D,N,B,IN,2021-10-13,96.23
D,N,B,IN,2021-10-14,96.09
D,N,B,IN,2021-10-15,96.5
D,N,B,IN,2021-10-16,NaN
D,N,B,IN,2021-10-17,NaN
D,N,B,IN,2021-10-18,96.08
D,N,B,IN,2021-10-19,96.01
D,N,B,IN,2021-10-20,96.36
D,N,B,IN,2021-10-21,96.37
D,N,B,IN,2021-10-22,96.36
D,N,B,IN,2021-10-23,NaN
D,N,B,IN,2021-10-24,NaN
D,N,B,IN,2021-10-25,95.98
D,N,B,IN,2021-10-26,96.1
D,N,B,IN,2021-10-27,96.1
D,N,B,IN,2021-10-28,96.42
D,N,B,IN,2021-10-29,96.31
D,N,B,IN,2021-10-30,NaN
D,N,B,IN,2021-10-31,NaN
D,N,B,IN,2021-11-01,96.49
D,N,B,IN,2021-11-02,96.77
D,N,B,IN,2021-11-03,97.1
D,N,B,IN,2021-11-04,97.19
D,N,B,IN,2021-11-05,97.52
D,N,B,IN,2021-11-06,NaN
D,N,B,IN,2021-11-07,NaN
D,N,B,IN,2021-11-08,97.47
D,N,B,IN,2021-11-09,97.37
D,N,B,IN,2021-11-10,97.2
D,N,B,IN,2021-11-11,97.37
D,N,B,IN,2021-11-12,97.37
D,N,B,IN,2021-11-13,NaN
D,N,B,IN,2021-11-14,NaN
D,N,B,IN,2021-11-15,97.37
D,N,B,IN,2021-11-16,97.66
D,N,B,IN,2021-11-17,97.91
D,N,B,IN,2021-11-18,97.97
D,N,B,IN,2021-11-19,98.24
D,N,B,IN,2021-11-20,NaN
D,N,B,IN,2021-11-21,NaN
D,N,B,IN,2021-11-22,98.1
D,N,B,IN,2021-11-23,98.27
D,N,B,IN,2021-11-24,98.37
D,N,B,IN,2021-11-25,98.31
D,N,B,IN,2021-11-26,97.8
D,N,B,IN,2021-11-27,NaN
D,N,B,IN,2021-11-28,NaN
D,N,B,IN,2021-11-29,97.52
D,N,B,IN,2021-11-30,97.18
D,N,B,IN,2021-12-01,97.45
D,N,B,IN,2021-12-02,97.31
D,N,B,IN,2021-12-03,97.29
D,N,B,IN,2021-12-04,NaN
D,N,B,IN,2021-12-05,NaN
D,N,B,IN,2021-12-06,96.99
D,N,B,IN,2021-12-07,96.97
D,N,B,IN,2021-12-08,96.71
D,N,B,IN,2021-12-09,96.62
D,N,B,IN,2021-12-10,96.6
D,N,B,IN,2021-12-11,NaN
D,N,B,IN,2021-12-12,NaN
D,N,B,IN,2021-12-13,96.49
D,N,B,IN,2021-12-14,96.21
D,N,B,IN,2021-12-15,95.81
D,N,B,IN,2021-12-16,95.88
D,N,B,IN,2021-12-17,96.31
D,N,B,IN,2021-12-18,NaN
D,N,B,IN,2021-12-19,NaN
D,N,B,IN,2021-12-20,96.74
D,N,B,IN,2021-12-21,96.72
D,N,B,IN,2021-12-22,96.67
D,N,B,IN,2021-12-23,96.88
D,N,B,IN,2021-12-24,97.14
D,N,B,IN,2021-12-25,NaN
D,N,B,IN,2021-12-26,NaN
D,N,B,IN,2021-12-27,97.2
D,N,B,IN,2021-12-28,97.51
D,N,B,IN,2021-12-29,97.69
D,N,B,IN,2021-12-30,98.1
D,N,B,IN,2021-12-31,97.98
D,N,B,IN,2022-01-01,NaN
D,N,B,IN,2022-01-02,NaN
D,N,B,IN,2022-01-03,97.98
D,N,B,IN,2022-01-04,97.93
D,N,B,IN,2022-01-05,98.15
D,N,B,IN,2022-01-06,98.21
D,N,B,IN,2022-01-07,98.38
D,N,B,IN,2022-01-08,NaN
D,N,B,IN,2022-01-09,NaN
D,N,B,IN,2022-01-10,98.6
D,N,B,IN,2022-01-11,98.75
D,N,B,IN,2022-01-12,98.52
D,N,B,IN,2022-01-13,98.19
D,N,B,IN,2022-01-14,97.82
D,N,B,IN,2022-01-15,NaN
D,N,B,IN,2022-01-16,NaN
D,N,B,IN,2022-01-17,97.8
D,N,B,IN,2022-01-18,97.52
D,N,B,IN,2022-01-19,97.73
D,N,B,IN,2022-01-20,97.71
D,N,B,IN,2022-01-21,97.7
D,N,B,IN,2022-01-22,NaN
D,N,B,IN,2022-01-23,NaN
D,N,B,IN,2022-01-24,97.58
D,N,B,IN,2022-01-25,97.5
D,N,B,IN,2022-01-26,97.32
D,N,B,IN,2022-01-27,97.63
D,N,B,IN,2022-01-28,97.77
D,N,B,IN,2022-01-29,NaN
D,N,B,IN,2022-01-30,NaN
D,N,B,IN,2022-01-31,98.09
D,N,B,IN,2022-02-01,97.65
D,N,B,IN,2022-02-02,97.51
D,N,B,IN,2022-02-03,97.43
D,N,B,IN,2022-02-04,97.35
D,N,B,IN,2022-02-05,NaN
D,N,B,IN,2022-02-06,NaN
D,N,B,IN,2022-02-07,97.36
D,N,B,IN,2022-02-08,97.46
D,N,B,IN,2022-02-09,97.16
D,N,B,IN,2022-02-10,96.74
D,N,B,IN,2022-02-11,96.72
D,N,B,IN,2022-02-12,NaN
D,N,B,IN,2022-02-13,NaN
D,N,B,IN,2022-02-14,96.56
D,N,B,IN,2022-02-15,96.65
D,N,B,IN,2022-02-16,96.84
D,N,B,IN,2022-02-17,96.88
D,N,B,IN,2022-02-18,97.46
D,N,B,IN,2022-02-19,NaN
D,N,B,IN,2022-02-20,NaN
D,N,B,IN,2022-02-21,97.44
D,N,B,IN,2022-02-22,97.41
D,N,B,IN,2022-02-23,97.5
D,N,B,IN,2022-02-24,97.18
D,N,B,IN,2022-02-25,97.24
D,N,B,IN,2022-02-26,NaN
D,N,B,IN,2022-02-27,NaN
D,N,B,IN,2022-02-28,97.31
D,N,B,IN,2022-03-01,97.19
D,N,B,IN,2022-03-02,97.09
D,N,B,IN,2022-03-03,97.03
D,N,B,IN,2022-03-04,97.15
D,N,B,IN,2022-03-05,NaN
D,N,B,IN,2022-03-06,NaN
D,N,B,IN,2022-03-07,96.62
D,N,B,IN,2022-03-08,96.6
D,N,B,IN,2022-03-09,96.88
D,N,B,IN,2022-03-10,97.1
D,N,B,IN,2022-03-11,97.32
D,N,B,IN,2022-03-12,NaN
D,N,B,IN,2022-03-13,NaN
D,N,B,IN,2022-03-14,97.37
D,N,B,IN,2022-03-15,97.62
D,N,B,IN,2022-03-16,97.54
D,N,B,IN,2022-03-17,97.71
D,N,B,IN,2022-03-18,97.54
D,N,B,IN,2022-03-19,NaN
D,N,B,IN,2022-03-20,NaN
D,N,B,IN,2022-03-21,97.21
D,N,B,IN,2022-03-22,97.49
D,N,B,IN,2022-03-23,97.24
D,N,B,IN,2022-03-24,97.33
D,N,B,IN,2022-03-25,97.35
D,N,B,IN,2022-03-26,NaN
D,N,B,IN,2022-03-27,NaN
D,N,B,IN,2022-03-28,97.71
D,N,B,IN,2022-03-29,97.76
D,N,B,IN,2022-03-30,97.22
D,N,B,IN,2022-03-31,97.26
D,N,B,IN,2022-04-01,97.23
D,N,B,IN,2022-04-02,NaN
D,N,B,IN,2022-04-03,NaN
D,N,B,IN,2022-04-04,97.93
D,N,B,IN,2022-04-05,98.18
D,N,B,IN,2022-04-06,97.78
D,N,B,IN,2022-04-07,97.62
D,N,B,IN,2022-04-08,97.85
D,N,B,IN,2022-04-09,NaN
D,N,B,IN,2022-04-10,NaN
D,N,B,IN,2022-04-11,97.89
D,N,B,IN,2022-04-12,97.63
D,N,B,IN,2022-04-13,97.65
D,N,B,IN,2022-04-14,97.58
D,N,B,IN,2022-04-15,97.62
D,N,B,IN,2022-04-16,NaN
D,N,B,IN,2022-04-17,NaN
D,N,B,IN,2022-04-18,97.63
D,N,B,IN,2022-04-19,97.65
D,N,B,IN,2022-04-20,97.87
D,N,B,IN,2022-04-21,98.07
D,N,B,IN,2022-04-22,98.24
D,N,B,IN,2022-04-23,NaN
D,N,B,IN,2022-04-24,NaN
D,N,B,IN,2022-04-25,98.55
D,N,B,IN,2022-04-26,98.7
D,N,B,IN,2022-04-27,99.09
D,N,B,IN,2022-04-28,99.74
D,N,B,IN,2022-04-29,99.44
D,N,B,IN,2022-04-30,NaN
D,N,B,IN,2022-05-01,NaN
D,N,B,IN,2022-05-02,99.71
D,N,B,IN,2022-05-03,99.53
D,N,B,IN,2022-05-04,99.86
D,N,B,IN,2022-05-05,99.81
D,N,B,IN,2022-05-06,99.38
D,N,B,IN,2022-05-07,NaN
D,N,B,IN,2022-05-08,NaN
D,N,B,IN,2022-05-09,99.1
D,N,B,IN,2022-05-10,99.35
D,N,B,IN,2022-05-11,99.31
D,N,B,IN,2022-05-12,99.79
D,N,B,IN,2022-05-13,99.78
D,N,B,IN,2022-05-14,NaN
D,N,B,IN,2022-05-15,NaN
D,N,B,IN,2022-05-16,99.29
D,N,B,IN,2022-05-17,98.87
D,N,B,IN,2022-05-18,98.86
D,N,B,IN,2022-05-19,98.8
D,N,B,IN,2022-05-20,98.17
D,N,B,IN,2022-05-21,NaN
D,N,B,IN,2022-05-22,NaN
D,N,B,IN,2022-05-23,97.89
D,N,B,IN,2022-05-24,97.74
D,N,B,IN,2022-05-25,98.05
D,N,B,IN,2022-05-26,98.04
D,N,B,IN,2022-05-27,97.85
D,N,B,IN,2022-05-28,NaN
D,N,B,IN,2022-05-29,NaN
D,N,B,IN,2022-05-30,97.58
D,N,B,IN,2022-05-31,97.61
D,N,B,IN,2022-06-01,97.93
D,N,B,IN,2022-06-02,97.95
D,N,B,IN,2022-06-03,97.75
D,N,B,IN,2022-06-04,NaN
D,N,B,IN,2022-06-05,NaN
D,N,B,IN,2022-06-06,97.68
D,N,B,IN,2022-06-07,98.02
D,N,B,IN,2022-06-08,98.03
D,N,B,IN,2022-06-09,97.91
D,N,B,IN,2022-06-10,98.32
D,N,B,IN,2022-06-11,NaN
D,N,B,IN,2022-06-12,NaN
D,N,B,IN,2022-06-13,98.8
D,N,B,IN,2022-06-14,98.91
D,N,B,IN,2022-06-15,98.69
D,N,B,IN,2022-06-16,98.77
D,N,B,IN,2022-06-17,98.57
D,N,B,IN,2022-06-18,NaN
D,N,B,IN,2022-06-19,NaN
D,N,B,IN,2022-06-20,98.57
D,N,B,IN,2022-06-21,98.37
D,N,B,IN,2022-06-22,98.27
D,N,B,IN,2022-06-23,98.32
D,N,B,IN,2022-06-24,98.13
D,N,B,IN,2022-06-25,NaN
D,N,B,IN,2022-06-26,NaN
D,N,B,IN,2022-06-27,97.7
D,N,B,IN,2022-06-28,97.16
D,N,B,IN,2022-06-29,97.28
D,N,B,IN,2022-06-30,97.53
D,N,B,IN,2022-07-01,97.59
D,N,B,IN,2022-07-02,NaN
D,N,B,IN,2022-07-03,NaN
D,N,B,IN,2022-07-04,97.55
D,N,B,IN,2022-07-05,97.7
D,N,B,IN,2022-07-06,98.4
D,N,B,IN,2022-07-07,98.34
D,N,B,IN,2022-07-08,98.24
D,N,B,IN,2022-07-09,NaN
D,N,B,IN,2022-07-10,NaN
D,N,B,IN,2022-07-11,98.33
D,N,B,IN,2022-07-12,98.37
D,N,B,IN,2022-07-13,98.14
D,N,B,IN,2022-07-14,98.12
D,N,B,IN,2022-07-15,98.2
D,N,B,IN,2022-07-16,NaN
D,N,B,IN,2022-07-17,NaN
D,N,B,IN,2022-07-18,97.68
D,N,B,IN,2022-07-19,97.34
D,N,B,IN,2022-07-20,97.42
D,N,B,IN,2022-07-21,97.72
D,N,B,IN,2022-07-22,97.57
D,N,B,IN,2022-07-23,NaN
D,N,B,IN,2022-07-24,NaN
D,N,B,IN,2022-07-25,97.47
D,N,B,IN,2022-07-26,97.81
D,N,B,IN,2022-07-27,97.63
D,N,B,IN,2022-07-28,97.89
D,N,B,IN,2022-07-29,97.95
D,N,B,IN,2022-07-30,NaN
D,N,B,IN,2022-07-31,NaN
D,N,B,IN,2022-08-01,98.09
D,N,B,IN,2022-08-02,98.85
D,N,B,IN,2022-08-03,98.22
D,N,B,IN,2022-08-04,98.03
D,N,B,IN,2022-08-05,97.9
D,N,B,IN,2022-08-06,NaN
D,N,B,IN,2022-08-07,NaN
D,N,B,IN,2022-08-08,97.66
D,N,B,IN,2022-08-09,97.61
D,N,B,IN,2022-08-10,97.65
D,N,B,IN,2022-08-11,96.96
D,N,B,IN,2022-08-12,97.06
D,N,B,IN,2022-08-13,NaN
D,N,B,IN,2022-08-14,NaN
D,N,B,IN,2022-08-15,97.73
D,N,B,IN,2022-08-16,98.26
D,N,B,IN,2022-08-17,98.09
D,N,B,IN,2022-08-18,97.88
D,N,B,IN,2022-08-19,98.24
D,N,B,IN,2022-08-20,NaN
D,N,B,IN,2022-08-21,NaN
D,N,B,IN,2022-08-22,98.6
D,N,B,IN,2022-08-23,98.77
D,N,B,IN,2022-08-24,98.85
D,N,B,IN,2022-08-25,98.52
D,N,B,IN,2022-08-26,98.55
D,N,B,IN,2022-08-27,NaN
D,N,B,IN,2022-08-28,NaN
D,N,B,IN,2022-08-29,98.99
D,N,B,IN,2022-08-30,99.28
D,N,B,IN,2022-08-31,99.4
D,N,B,IN,2022-09-01,99.48
D,N,B,IN,2022-09-02,99.31
D,N,B,IN,2022-09-03,NaN
D,N,B,IN,2022-09-04,NaN
D,N,B,IN,2022-09-05,99.64
D,N,B,IN,2022-09-06,99.88
D,N,B,IN,2022-09-07,100.16
D,N,B,IN,2022-09-08,99.94
D,N,B,IN,2022-09-09,99.73
D,N,B,IN,2022-09-10,NaN
D,N,B,IN,2022-09-11,NaN
D,N,B,IN,2022-09-12,99.58
D,N,B,IN,2022-09-13,99.87
D,N,B,IN,2022-09-14,100.31
D,N,B,IN,2022-09-15,100.17
D,N,B,IN,2022-09-16,100.42
D,N,B,IN,2022-09-17,NaN
D,N,B,IN,2022-09-18,NaN
D,N,B,IN,2022-09-19,100.41
D,N,B,IN,2022-09-20,100.43
D,N,B,IN,2022-09-21,100.61
D,N,B,IN,2022-09-22,99.56
D,N,B,IN,2022-09-23,100.08
D,N,B,IN,2022-09-24,NaN
D,N,B,IN,2022-09-25,NaN
D,N,B,IN,2022-09-26,100.15
D,N,B,IN,2022-09-27,100.22
D,N,B,IN,2022-09-28,100.55
D,N,B,IN,2022-09-29,99.83
D,N,B,IN,2022-09-30,99.88
D,N,B,IN,2022-10-01,NaN
D,N,B,IN,2022-10-02,NaN
D,N,B,IN,2022-10-03,99.45
D,N,B,IN,2022-10-04,99.26
D,N,B,IN,2022-10-05,99.12
D,N,B,IN,2022-10-06,98.53
D,N,B,IN,2022-10-07,98.75
D,N,B,IN,2022-10-08,NaN
D,N,B,IN,2022-10-09,NaN
D,N,B,IN,2022-10-10,99.05
D,N,B,IN,2022-10-11,99.45
D,N,B,IN,2022-10-12,99.48
D,N,B,IN,2022-10-13,99.61
D,N,B,IN,2022-10-14,99.62
D,N,B,IN,2022-10-15,NaN
D,N,B,IN,2022-10-16,NaN
D,N,B,IN,2022-10-17,99.61
D,N,B,IN,2022-10-18,99.25
D,N,B,IN,2022-10-19,98.69
D,N,B,IN,2022-10-20,98.92
D,N,B,IN,2022-10-21,99.18
D,N,B,IN,2022-10-22,NaN
D,N,B,IN,2022-10-23,NaN
D,N,B,IN,2022-10-24,99.01
D,N,B,IN,2022-10-25,99.14
D,N,B,IN,2022-10-26,98.82
D,N,B,IN,2022-10-27,98.65
D,N,B,IN,2022-10-28,98.83
D,N,B,IN,2022-10-29,NaN
D,N,B,IN,2022-10-30,NaN
D,N,B,IN,2022-10-31,98.78
D,N,B,IN,2022-11-01,98.65
D,N,B,IN,2022-11-02,98.61
D,N,B,IN,2022-11-03,99.19
D,N,B,IN,2022-11-04,99.13
D,N,B,IN,2022-11-05,NaN
D,N,B,IN,2022-11-06,NaN
D,N,B,IN,2022-11-07,99.01
D,N,B,IN,2022-11-08,99.48
D,N,B,IN,2022-11-09,99.52
D,N,B,IN,2022-11-10,99.35
D,N,B,IN,2022-11-11,98.3
D,N,B,IN,2022-11-12,NaN
D,N,B,IN,2022-11-13,NaN
D,N,B,IN,2022-11-14,97.55
D,N,B,IN,2022-11-15,97.48
D,N,B,IN,2022-11-16,97.24
D,N,B,IN,2022-11-17,97.42
D,N,B,IN,2022-11-18,97.12
D,N,B,IN,2022-11-19,NaN
D,N,B,IN,2022-11-20,NaN
